key;sentence_ja;sentence_fr;sort
ビル;私[わたし]の 会社[かいしゃ]はあのビルの８ 階[かい]です。;Mon entreprise est au huitième étage de ce bâtiment.;1179
パソコン;彼[かれ]はパソコンを２ 台[だい] 持[も]っています。;Il a deux ordinateurs personnels.;1180
簡単[かんたん];心配しないで。簡単だよ。;Ne t'inquiète pas. C'est facile.;1182
タイプ;同[おな]じタイプで 色[いろ]の 違[ちが]うものはありますか。;Avez-vous le même type dans une couleur différente ?;1183
褒める[ほめる];頑張[がんば]ったので 褒[ほ]められました。;Il a été félicité pour sa persévérance. ;1184
プレゼント;私が買ったプレゼント、トムは気に入ると思う？;Penses-tu que Tom aimera le cadeau que je lui ai acheté ?;1185
チェック;彼女がホテルのチェックアウトしたのって、何時だった？;À quelle heure a-t-elle quitté l'hôtel ?;1186
騒ぐ[さわぐ];電車[でんしゃ]の 中[なか]で 騒[さわ]がないでください。;S'il vous plaît ne faîtes pas de bruit dans le train.;1188
赤ちゃん[あかちゃん];ベッドで 赤[あか]ちゃんが 眠[ねむ]っています。;Le bébé dort dans le lit.;1189
真ん中[まんなか];道[みち]の 真[ま]ん 中[なか]に 人[ひと]が 立[た]っている。;Quelqu'un est debout en plein milieu de la route.;1191
紹介[しょうかい];両親に彼女を紹介した。;J'ai présenté ma petite amie à mes parents.;1192
乾く[かわく];喉[のど]が 渇[かわ]きました。;J'ai soif.;1193
米[こめ];日本人[にほんじん]はお 米[こめ]が 大好[だいす]きです。;Les Japonais adorent le riz.;1194
踏む[ふむ];運転[うんてん] 手[しゅ]がブレーキを 踏[ふ]んだ。;Le conducteur a appuyé sur le frein.;1196
濡れる[ぬれる];雨[あめ]で 濡[ぬ]れてしまった。;Je me suis mouillé sous la pluie.;1197
ああ;ああいう 消[け]しゴムが 好[す]き。;J'aime les gommes comme ça (là-bas).;1198
急行[きゅうこう];ちょうど 急行[きゅうこう] 電車[でんしゃ]が 来[き]た。;Le train express vient tout juste d'arriver.;1199
ケーキ;誕生[たんじょう] 日[び]にケーキを 食[た]べました。;Nous avons mangé du gâteau à son anniversaire.;1200
そろそろ;そろそろ 始[はじ]めましょうか。;Commençons-nous bientôt (tranquillement) ?;1201
昼休み[ひるやすみ];昼休[ひるやす]みに 公園[こうえん]に 行[い]った。;Je suis allé au parc à l'heure de la pause déjeuner.;1202
市民[しみん];市民[しみん]の 安全[あんぜん]は 大切[たいせつ]だ。;La sécurité des citoyens est importante.;1203
規則[きそく];あの 会社[かいしゃ]の 規則[きそく]は 厳[きび]しいです。;Les règles de cette compagnie sont strictes.;1204
無理をする[むりをする];たいそうご無理をお願いしてすみません。;Je suis vraiment désolé de vous demander de faire quelque chose d'aussi difficile.;1205
治る[なおる];けがはもう 治[なお]りましたか。;Votre blessure est-elle déjà guérie ?;1206
売り場[うりば];くつ 売[う]り 場[ば]はどこですか。;Où est le rayon des chaussures ?;1207
祖父[そふ];祖父[そふ]は 元気[げんき]です。;Mon grand-père va bien.;1208
交通[こうつう];ここは 交通[こうつう]の 便[べん]がよいですね。;Ici, la commodité de la circulation est bonne.;1211
運転[うんてん];トムはホテルのエレベーターの運転手と親しくなりました。;Tom s'est lié d'amitié avec le conducteur d'ascenseur de l'hôtel.;1212
枝[えだ];木[き]の 枝[えだ]を 折[お]ってはいけません。;Ne brisez pas les branches des arbres.;1213
塗る[ぬる];朝[あさ]、パンにリンゴジャムを 塗[ぬ]って 食[た]べました。;Le matin, j'ai étalé de la confiture de pommes sur du pain et je l'ai mangé.;1215
草[くさ];牛[うし]が 草[くさ]を 食[た]べています。;La vache mange de l'herbe.;1217
坂[さか];急[きゅう]な 坂[さか] 道[みち]を 上[のぼ]った。;J'ai gravi une route pentue abrupte.;1218
旅館[りょかん];京都[きょうと]では 旅館[りょかん]に 泊[と]まりました。;J'ai séjourné dans une auberge à Kyoto.;1219
受付[うけつけ];受付[うけつけ]は９ 時[じ]からです。;La réception est à partir de 9 heures.;1221
小鳥[ことり];誕生[たんじょう]日[び]に 小鳥[ことり]を 飼[か]ってもらいました。;Pour mon anniversaire, je me suis fait acheter un petit oiseau.;1222
訪ねる[たずねる];彼[かれ]はニューヨークの 友達[ともだち]を 訪[たず]ねた。;Il a rendu visite à son ami à New York.;1223
乗り換える[のりかえる];次[つぎ]の 駅[えき]で 地下鉄[ちかてつ]に 乗[の]り 換[か]えます。;Je change de métro à la station suivante.;1225
寺[てら];あそこに 古[ふる]いお 寺[てら]があります。;Il y a un vieux temple là-bas.;1226
糸[いと];黒[くろ]い 糸[いと]でボタンを 付[つ]けた。;J'ai attaché le bouton avec du fil noir.;1227
水道[すいどう];東京[とうきょう]は 水道[すいどう]の 水[みず]がまずい。;L'eau du robinet à Tokyo n'a pas bon goût.;1229
ピアノ;昔[むかし]、ピアノを 習[なら]っていました。;Naguère, j'apprenais le piano.;1230
ガス;地震[じしん]でガスが 止[と]まった。;Le gaz s'est stoppé à cause du tremblement de terre.;1231
揺れる[ゆれる];風[かぜ]で 木[き]が 揺[ゆ]れています。;Les arbres tremblent sous le vent.;1232
お土産[おみやげ];父[ちち]はお 土産[みやげ]にお 菓子[かし]を 買[か]ってきた。;Mon père a acheté et ramené des sucreries en souvenir.;1234
郊外[こうがい];私[わたし]は 郊外[こうがい]に 家[いえ]を 買[か]いました。;J'ai acheté une maison en banlieue.;1235
ガラス;クリスタルガラスの 花瓶[かびん]を 買[か]いました。;J'ai acheté un vase en verre de cristal.;1237
赤ん坊[あかんぼう];赤[あか]ん 坊[ぼう]が 笑[わら]っています。;Le bébé sourit.;1238
テニス;彼[かれ]らはよくテニスをしています。;Ils jouent souvent au tennis.;1240
祈る[いのる];人々[ひとびと]が 平和[へいわ]を 神[かみ]に 祈[いの]る。;Beaucoup de gens prient les dieux pour la paix.;1241
丁寧[ていねい];彼女[かのじょ]はいつも 丁寧[ていねい]に 仕事[しごと]をします。;Elle fait son travail toujours avec soin.;1243
ソフト;このソフトで 日本語[にほんご]を 勉強[べんきょう]することができます。;Vous pouvez étudier le japonais avec ce logiciel.;1244
講義[こうぎ];彼[かれ]の 講義[こうぎ]はとても 分[わ]かりやすいですね。;Ses conférences sont très faciles à comprendre.;1245
治す[なおす];早[はや]く 風邪[かぜ]を 治[なお]してください。;Remettez vous de votre rhume rapidement.;1246
中学校[ちゅうがっこう];息子[むすこ]の 中学校[ちゅうがっこう]は 家[いえ]から５ 分[ふん]です。;Le collège de mon fils est à cinq minutes de notre maison.;1248
アルバイト;兄[あに]はアルバイトをしています。;Mon grand frère fait un petit job.;1249
コンピューター;新[あたら]しいコンピューターを 買[か]った。;J'ai acheté un nouvel ordinateur.;1250
駐車場[ちゅうしゃじょう];車[くるま]は 駐車[ちゅうしゃ] 場[じょう]に 止[と]めてください。;Veuillez garer votre voiture dans le parking.;1251
砂[すな];靴[くつ]に 砂[すな]が 入[はい]ってしまった。;Le sable a pénétré dans mes chaussures.;1253
痩せる[やせる];私[わたし]は 少[すこ]し 痩[や]せました。;J'ai un peu maigri.;1254
サラダ;サラダをたくさん 食[た]べました。;J'ai mangé beaucoup de salade.;1255
動物園[どうぶつえん];昨日[きのう] 子供[こども]たちと 動物[どうぶつ] 園[えん]に 行[い]きました。;Je suis allé au zoo avec mes enfants hier.;1256
すっかり;買[か]い 物[もの]をすっかり 忘[わす]れてい た。;J'ai complètement oublié les courses.;1257
会議室[かいぎしつ];会議室[かいぎしつ]は 閉[し]まっています。;La salle de réunion est fermée.;1259
競争[きょうそう];子供[こども]の 頃[ころ]から 競争[きょうそう]が 好[す]きだった。;J'aime la compétition depuis que je suis enfant.;1260
そんなに;一[いち] 度[ど]にそんなにたくさんはできない。;Vous ne pouvez pas faire beaucoup en une seule fois comme ça.;1261
海岸[かいがん];海岸[かいがん]を 散歩[さんぽ]しましょう。;Faisons une promenade le long de la côte.;1262
植える[うえる];庭[にわ]にバラを 植[う]えました。;J'ai planté des roses dans le jardin.;1264
けれど;彼は疲れていたけれども、働くのをやめようとはしなかった。;Il était fatigué, mais il n'a pas cessé de travailler.;1265
コンサート;友達[ともだち]とジャズのコンサートに 行[い]きました。;Je suis allé à un concert de jazz avec mon ami.;1266
ベル;げんかん の ベル が なった;La cloche d'entrée sonnait.;1267
注射[ちゅうしゃ];かれは 注射[ちゅうしゃ]があまり 好[す]きではありません。;Il n'aime pas beaucoup les injections.;1268
柔道[じゅうどう];私[わたし]は 柔道[じゅうどう]を 習[なら]っています。;J'apprends le judo.;1270
港[みなと];港[みなと]に 船[ふね]が 着[つ]きました。;Le navire est arrivé au port.;1271
お宅[おたく];先生[せんせい]のお 宅[たく]はどちらですか。;Professeur, par où se trouve votre maison ?;1272
滑る[すべる];彼[かれ]は 雪[ゆき]の 上[うえ]を 滑[すべ]った。;Il a glissé sur la neige.;1273
硬い[かたい];このパンは 固[かた]いですが 、 美味[おい]しいです 。;Ce pain est dur, mais délicieux.;1274
沸く[わく];お 風呂[ふろ]が 沸[わ]きました。;Le bain est prêt. Lit. : Le bain est devenu chaud.;1275
押し入れ[おしいれ];布団[ふとん]を 押[お]し 入[い]れにしまいました。;J'ai mis mon futon dans le placard.;1276
建てる[たてる];私[わたし]たち は[わ] 来年[らいねん]、 家[いえ]を 建[た]てます。;Nous ferons construire une maison l'année prochaine.;1278
寝坊[ねぼう];けさは 寝坊[ねぼう]しました。;J'ai dormi ce matin.;1279
だから;この 音楽[おんがく]が 好[す]きだから、 踊[おど]りやすい。;Parce que j'aime cette musique, c'est facile de danser dessus.;1281
レポート;先生[せんせい]にレポートを 送[おく]りました。;J'ai envoyé mon rapport au professeur.;1282
浅い[あさい];この 川[かわ]は 浅[あさ]いです。;Cette rivière est peu profonde (superficielle).;1283
アフリカ;アフリカには 行[い]きにくいです。;Il est difficile d'aller en Afrique.;1284
辞典[じてん];知[し]らない 言葉[ことば]を 辞典[じてん]で 調[しら]べました。;J'ai cherché le mot que je ne connaissais pas dans le dictionnaire.;1285
凄い[すごい];凄[すご]い 雨[あめ]になった。;C'est devenu une pluie incroyable.;1287
アルコール;アルコールを 飲[の]んで 運転[うんてん]するのは 危険[きけん]です。;Boire de l'alcool et conduire une voiture est dangereux.;1288
新聞社[しんぶんしゃ];このビルは 新聞[しんぶん] 社[しゃ]です。;Ce bâtiment est une agence de presse.;1290
カーテン;朝[あさ]、カーテンを 開[あ]けた。;J'ai ouvert les rideaux le matin.;1291
アナウンサー;わたし は アナウンサー に なりたい;Je veux devenir annonceur.;1292
写す[うつす];彼[かれ]は 友達[ともだち]の 答[こた]えを 写[うつ]した。;Il a copié les réponses de son ami.;1293
文法[ぶんぽう];今日[きょう]は 英語[えいご]の 文法[ぶんぽう]を 勉強[べんきょう]します。;Je vais étudier la grammaire anglaise aujourd'hui.;1295
答え[こたえ];あなたの 答[こた]えは 私[わたし]のとは 違[ちが]っている。;Votre réponse diffère de la mienne.;1296
特急[とっきゅう];東京[とうきょう]まで 特急[とっきゅう]で３ 時間[じかん]かかります。;Ça dure trois heure pour aller à Tokyo par train express.;1297
釣り[つり];父[ちち]は 釣[つ]りが 大好[だいす]きです。;Mon père adore la pêche.;1298
サンドイッチ;今日[きょう]のお 昼[ひる]はサンドイッチです。;Le déjeuner d'aujourd'hui est un sandwich;1299
踊り[おどり];この おどり は やさしい です よ;Cette danse est facile.;1300
味噌[みそ];野菜に 味噌[みそ]をつけて食べた。;Avec mes légumes, j'ai ajouté du miso, puis je les ai mangé.;1301
歯医者[はいしゃ];私[わたし]は 歯医者[はいしゃ]が 嫌[きら]いです。;Je déteste le dentiste.;1302
