人[ひと];彼[かれ]は 優[やさ]しい 人[ひと]です。
義務[ぎむ];労働[ろうどう]は 国民[こくみん]の 義務[ぎむ]です。
歓迎[かんげい];あたたかい 歓迎[かんげい]をうけました。
年月[としつき];あれからながい 年月[としつき]がたちました。
パーセント;このむらのはちじゅっパーセントはろうじんです。
税金[ぜいきん];これは 税金[ぜいきん]のむだづかいだね。
作物[さくもつ];こめはアジアではたいせつな 作物[さくもつ]だ。
歩道[ほどう];歩道[ほどう]をあるきましょう。
提案[ていあん];今度[こんど]のイベントについて、 彼[かれ]がいい 提案[ていあん]をした。
試し[ためし];試[ため]しにこの 曲[きょく]をひいてみてください。
土産[みやげ];土産[みやげ]に 日本酒[にほんしゅ]をもらった。
発車[はっしゃ];バスが 発車[はっしゃ]します。
主要[しゅよう];IT 産業[さんぎょう]はインドの 主要[しゅよう]産業[さんぎょう]よね。
悲劇[ひげき];あの 悲劇[ひげき]をくりかえしてはいけない。
拡大[かくだい];この 図[ず]を 拡大[かくだい]コピーしてください。
投票[とうひょう];わたしはあさはやく 投票[とうひょう]をすませました。
態度[たいど];あのおとこの 態度[たいど]にみんなあきれてたよ。
害[がい];お 酒[さけ]ののみすぎは 健康[けんこう]に 害[がい]があります。
方々[ほうぼう];かれの 連絡先[れんらくさき]を 方々[ほうぼう]に 問[と]い 合[あ]わせたんだ。
症状[しょうじょう];医者[いしゃ]に 症状[しょうじょう]を 説明[せつめい]したよ。
引用[いんよう];論文[ろんぶん]にその 本[ほん]を 引用[いんよう]したの。
塔[とう];あの 塔[とう]の 高[たか]さはどれくらいですか。
テント;みんなでテントをはりました。
跡[あと];ここにタイヤの 跡[あと]があるわ。
スタンド;あねはスタンドのしたで 本[ほん]を 読[よ]んでいたんだ。
訴える[うったえる];かのじょは 会社[かいしゃ]を 訴[うった]えた。
砂漠[さばく];砂漠[さばく]ではほとんど 雨[あめ]が 降[ふ]らないのよ。
食物[しょくもつ];人間[にんげん]にとって 水[みず]は 食物[しょくもつ]より 大切[たいせつ]なの。
州[しゅう];来月[らいげつ]となりの 州[しゅう]に 引[ひ]っ 越[こ]します。
外交[がいこう];政府[せいふ]は 外交[がいこう]に 力[ちから]を 入[い]れているの。
大臣[だいじん];大臣[だいじん]が 汚職[おしょく]で 逮捕[たいほ]されました。
旧[きゅう];旧[きゅう]ソビエトはいまはロシアとよばれている。
劇[げき];小学校[しょうがっこう]で 子供[こども]たちの 劇[げき]を 見[み]ました。
ボーイ;ボーイに 荷物[にもつ]を 運[はこ]んでもらった。
騒ぎ[さわぎ];いったい 何[なん]の 騒[さわ]ぎですか。
演説[えんぜつ];かれは 地方[ちほう]で 演説[えんぜつ]したのよ。
欠席[けっせき];かぜのため 今日[きょう]は 欠席[けっせき]します。
筆[ふで];かれは 筆[ふで]で 手紙[てがみ]を 書[か]いたの。
居眠り[いねむり];かれはソファーで 居眠[いねむ]りをしているよ。
贈る[おくる];ははに 花[はな]を 贈[おく]った。
軍隊[ぐんたい];かれは 軍隊[ぐんたい]に 入[はい]ったよ。
収穫[しゅうかく];おこめの 収穫[しゅうかく]がはじまったね。
コーチ;あたらしいコーチの 指導[しどう]はきびしかった。
食卓[しょくたく];食卓[しょくたく]に 花[はな]を 飾[かざ]りましょう。
承認[しょうにん];これは 政府[せいふ]の 承認[しょうにん]をうけた 資格[しかく]です。
資源[しげん];地球[ちきゅう]の 資源[しげん]をまもりましょう。
等しい[ひとしい];わたしは 株[かぶ]の 知識[ちしき]がないに 等[ひと]しいです。
禁煙[きんえん];かれはいま 禁煙[きんえん]しています。
俳優[はいゆう];かれは 俳優[はいゆう]です。
泉[いずみ];もりのなかにきれいな 泉[いずみ]があるの。
住宅[じゅうたく];ここはしずかな 住宅地[じゅうたくち]だ。
国境[こっきょう];あのやまのすぐちかくが 国境[こっきょう]です。
講演[こうえん];かれの 講演[こうえん]は 評判[ひょうばん]がいい。
測る[はかる];このドアの 高[たか]さを 測[はか]ってください。
航空[こうくう];かいぎで 航空[こうくう]の 安全[あんぜん]について 話[はな]し 合[あ]ったの。
首都[しゅと];東京[とうきょう]は 日本[にほん]の 首都[しゅと]です。
骨折[こっせつ];かのじょはスキーで 足[あし]を 骨折[こっせつ]したの。
横切る[よこぎる];めのまえをねこが 横切[よこぎ]ったんだ。
ノック;入[はい]るときはドアをノックしてください。
金融[きんゆう];彼[かれ]は 金融[きんゆう]関係[かんけい]の 会社[かいしゃ]で 働[はたら]いています。
利口[りこう];あの 犬[いぬ]はとても 利口[りこう]ですね。
グランド;一般[いっぱん]的[てき]に 言[い]ってイングランドの 気候[きこう]は 穏[おだ]やかだ。
入口[いりぐち];入口[いりぐち]の 側[そば]で 立[た]った。
凍る[こおる];寒[さむ]い 朝[あさ]は 道路[どうろ]が 凍[こお]ります。
毛布[もうふ];この 毛布[もうふ]は 暖[あたた]かい。
供給[きょうきゅう];彼[かれ]の 会社[かいしゃ]は 電力[でんりょく]を 供給[きょうきゅう]しています。
常に[つねに];技術[ぎじゅつ]は 常[つね]に 進歩[しんぽ]している。
ドレス;昨日[きのう]素敵[すてき]なドレスを 買[か]いました。
競技[きょうぎ];彼[かれ]は 個人[こじん]競技[きょうぎ]のスポーツが 好[す]きです。
溺れる[おぼれる];彼[かれ]は 溺[おぼ]れている 子[こ]を 助[たす]けたんだ。
下り[くだり];もうすぐ 下[くだ]りの 電車[でんしゃ]が 発車[はっしゃ]します。
農業[のうぎょう];私[わたし]は 農業[のうぎょう]を 勉強[べんきょう]しています。
永久[えいきゅう];彼[かれ]は 永久[えいきゅう]に 帰[かえ]らぬ 人[ひと]となったのよ。
生ビール[なまビール];暑[あつ]い 日[ひ]の 生[なま]ビールの 味[あじ]はまた 格別[かくべつ]だ。
トランプ;友達[ともだち]とトランプをして 遊[あそ]びました。
曜日[ようび];僕[ぼく]たちは 日曜日[にちようび]にいつも 家[いえ]にいるとは 限[かぎ]りません。
衝突[しょうとつ];そこの 角[かど]で 車[くるま]同士[どうし]が 衝突[しょうとつ]したのよ。
境[さかい];二[ふた]つの 市[し]の 境[さかい]に 川[かわ]が 流[なが]れているの。
徹底[てってい];彼[かれ]はやる 事[こと]がいつも 徹底[てってい]しています。
幅[はば];この 道[みち]は 幅[はば]が 狭[せま]いので 気[き]を 付[つ]けて 運転[うんてん]してください。
頂きます[いただきます];差[さ]し 出[で]がましいようですが、 私[わたし]から 意見[いけん]を 述[の]べさせて 頂[いただ]きます。
相続[そうぞく];彼[かれ]は 莫大[ばくだい]な 財産[ざいさん]を 相続[そうぞく]するだろう。
小麦[こむぎ];小麦[こむぎ]は 色々[いろいろ]な 食[た]べ 物[もの]に 使[つか]われている。
頬[ほお];彼女[かのじょ]は 頬[ほお]を 赤[あか]く 染[そ]めたわ。
スピーチ;彼[かれ]のスピーチは 素晴[すば]らしかった。
天候[てんこう];ここは 天候[てんこう]の 変化[へんか]が 激[はげ]しいですね。
どんなに;彼女[かのじょ]はどんなに 嬉[うれ]しかったろう。
狂う[くるう];この 時計[とけい]はすぐ 狂[くる]うの。
水準[すいじゅん];この 地域[ちいき]はまだ 生活[せいかつ]水準[すいじゅん]が 低[ひく]い。
泥[どろ];靴[くつ]が 泥[どろ]だらけになったよ。
予防[よぼう];虫歯[むしば]は 予防[よぼう]できます。
腐る[くさる];林檎[りんご]が 腐[くさ]っている。
コピー;この 機械[きかい]は 一[いち]分間[ふんかん]に １００部[ぶ]のコピーをつくる。
独特[どくとく];彼[かれ]の 服[ふく]のセンスは 独特[どくとく]よね。
埃[ほこり];窓[まど]を 開[あ]けると、 部屋[へや]に 埃[ほこり]が 入[はい]る。
知事[ちじ];彼[かれ]は 有能[ゆうのう]な 知事[ちじ]ね。
評価[ひょうか];最近[さいきん]彼[かれ]の 評価[ひょうか]が 上[あ]がった。
郵便[ゆうびん];さっき 郵便[ゆうびん]が 届[とど]きました。
援助[えんじょ];その 国[くに]には 物資[ぶっし]の 援助[えんじょ]が 必要[ひつよう]です。
オーバー;彼[かれ]の 話[はなし]はいつもオーバーです。
ハンサム;トムは 若[わか]い 時[とき]にハンサムでした。
混雑[こんざつ];今日[きょう]はデパートが 混雑[こんざつ]していたよ。
支給[しきゅう];現金[げんきん]支給[しきゅう]の 給料[きゅうりょう]
賞[しょう];このデザインは 数々[かずかず]の 賞[しょう]を 受[う]けています。
火災[かさい];火災[かさい]の 原因[げんいん]は 放火[ほうか]だそうです。
党[とう];党[とう]の 代表[だいひょう]が 質問[しつもん]に 答[こた]えました。
鼠[ねずみ];台所[だいどころ]に 鼠[ねずみ]が 出[で]た。
覆う[おおう];雲[くも]が 空[そら]を 覆[おお]っているね。
離婚[りこん];離婚[りこん]するの？
トンネル;トンネルを 抜[ぬ]けると 海[うみ]が 見[み]えたよ。
デモ;彼女[かのじょ]はデモに 参加[さんか]したよ。
建築[けんちく];彼[かれ]らは 家[いえ]を 建築[けんちく]中[ちゅう]です。
必ずしも[かならずしも];親切[しんせつ]は 必[かなら]ずしも 喜[よろこ]ばれる 訳[わけ]ではない。
積もる[つもる];雪[ゆき]が 積[つ]もっています。
酸素[さんそ];私[わたし]たちは 酸素[さんそ]なしでは 生[い]きていけない。
衣服[いふく];彼[かれ]の 会社[かいしゃ]は 衣服[いふく]を 扱[あつか]っているよ。
詩人[しじん];彼[かれ]は 優[すぐ]れた 詩人[しじん]です。
パイロット;彼[かれ]はパイロットです。
直に[じかに];本人[ほんにん]にじかに 聞[き]いてください。
救助[きゅうじょ];プールで 男[おとこ]の 子[こ]が 救助[きゅうじょ]されました。
芝生[しばふ];芝生[しばふ]がよく 手入[てい]れされていますね。
革[かわ];革[かわ]のベルトを 買[か]いました。
席を外す[せきをはずす];申[もう]し 訳[わけ]ありません。 田中[たなか]は 今[いま]、 席[せき]を 外[はず]しております。
睡眠[すいみん];1日[いちにち]7時間[じかん]は 睡眠[すいみん]を 取[と]るようにしています。
失業[しつぎょう];友達[ともだち]のお 父[とう]さんが 突然[とつぜん]失業[しつぎょう]したの。
ブレーキ;赤信号[あかしんごう]でブレーキを 踏[ふ]んだの。
兎[うさぎ];兎[うさぎ]を 素手[すで]で 捕[つか]まえるのは 容易[たやす]いことじゃない。
折[おり];私[わたし]たちは 時折[ときおり]釣[つ]りに 行[い]く。
要点[ようてん];話[はなし]の 要点[ようてん]だけ 教[おし]えてください。
推薦[すいせん];彼[かれ]は 会長[かいちょう]に 推薦[すいせん]されたよ。
可哀想[かわいそう];お 酒[さけ]を 付[つ]き 合[あ]い 程度[ていど]にしか 飲[の]まない 人[ひと]のこと、なんだか 可哀想[かわいそう]だなって 思[おも]うんだよね。
省く[はぶく];時間[じかん]がないので 詳細[しょうさい]は 省[はぶ]きます。
