人[ひと];彼[かれ]は 優[やさ]しい 人[ひと]です。
何[なん];質問[しつもん]は 何[なん]ですか。
見る[みる];私[わたし]は 絵[え]を 見[み]るのが 好[す]きです。
何[なに];この 学生[がくせい]は 何[なに]を 書[か]きましたか。
言う[いう];課長[かちょう]は「 一杯[いっぱい] 飲[の]みましょう」と 言[い]った。
今[いま];父[ちち]は 今[いま]テレビを 見[み]ている。
一[いち];一時[いちじ]です。
一人[ひとり];私[わたし]は 一人[ひとり]で 公園[こうえん]を 散歩[さんぽ]しました。
二人[ふたり];今日[きょう]は 妻[つま]と 二人[ふたり]で 食事[しょくじ]をします。
今日[きょう];今日[きょう]は 仕事[しごと]がありません。
行く[いく];タクシーで 病院[びょういん]に 行[い]った。
出る[でる];今朝[けさ]は 早[はや]く 家[いえ]を 出[で]ました。
分かる[わかる];質問[しつもん]の 意味[いみ]は 分[わ]かりましたか。
大きい[おおきい];あの 大[おお]きい 建物[たてもの]は 何[なん]ですか。
私[わたし];私[わたし]が 行[い]きましょう。
来る[くる];彼[かれ]は 昼過[ひるす]ぎに 来[き]ます。
言葉[ことば];この 言葉[ことば]の 意味[いみ]が 分[わ]かりません。
出す[だす];猫[ねこ]を 外[そと]に 出[だ]した？
一番[いちばん];冬[ふゆ]は 私[わたし]の 一番[いちばん] 好[す]きな 季節[きせつ]です。
見せる[みせる];その 写真[しゃしん]を 見[み]せてください。
時間[じかん];5時間[じかん] 海[うみ]にいました。
大丈夫[だいじょうぶ];大丈夫[だいじょうぶ]ですか。
出来る[できる];駅[えき]の 前[まえ]に 大[おお]きいスーパーが 出来[でき]ました。
大きな[おおきな];大[おお]きな 家[いえ]に 住[す]みたい。
入る[はいる];寒[さむ]いので 中[なか]に 入[はい]ってください。
本[ほん];本[ほん]がある。
日本[にほん];日本[にほん]は 中国[ちゅうごく]に 近[ちか]い。
入れる[いれる];鞄[かばん]に 本[ほん]を 入[い]れます。
方[かた];次[つぎ]の 方[かた]どうぞ。
話す[はなす];母[はは]と 電話[でんわ]で 話[はな]しました。
会う[あう];また 会[あ]いましょう。
仕事[しごと];3月[さんがつ]は 仕事[しごと]が 忙[いそが]しい。
昨日[きのう];昨日[きのう]メアリーが 買[か]ったのは 何[なん]ですか。
聞く[きく];彼女[かのじょ]はラジオを 聞[き]いています。
私[わたくし];私[わたくし]もです！
大切[たいせつ];これは 母[はは]が 大切[たいせつ]にしていた 指輪[ゆびわ]です。
物[もの];フランスではナイフとフォークで 食[た]べるものだ。
大好き[だいすき];私[わたし]は 犬[いぬ]が 大好[だいす]きだ。
一日[いちにち];昨日[きのう]は 一日[いちにち]テストの 勉強[べんきょう]をしていました。
後[あと];仕事[しごと]の 後[あと] 映画[えいが]を 見[み]た。
取る[とる];テストでいい 点[てん]を 取[と]った。
同じ[おなじ];彼[かれ]の 日本語[にほんご]のレベルは 私[わたし]と 同[おな]じくらいだ。
一緒[いっしょ];一緒[いっしょ]に 食事[しょくじ]しようか。
作る[つくる];今[いま] 朝[あさ]ご 飯[はん]を 作[つく]っています。
病気[びょうき];祖父[そふ]が 病気[びょうき]になった。
半分[はんぶん];お 菓子[かし]を 友達[ともだち]に 半分[はんぶん]あげた。
部屋[へや];私[わたし]の 部屋[へや]は2階[にかい]にあります。
先[さき];お 先[さき]にどうぞ。
切る[きる];この 紙[かみ]を 半分[はんぶん]に 切[き]ってください。
間[かん];1時間半[いちじかんはん]かかりますよ。
国民[こくみん];国民[こくみん]の 安全[あんぜん]が 最[もっと]も 大切[たいせつ]です。;2208
喜び[よろこび];人々[ひとびと]は 喜[よろこ]びに 沸[わ]いた。;2209
区別[くべつ];あの 二人[ふたり]はそっくりで 区別[くべつ]できない。;2210
合格[ごうかく];クラスのみんなが 試験[しけん]に 合格[ごうかく]した。;2211
油[あぶら];水[みず]と 油[あぶら]は 混[ま]ざらない。;2212
犯罪[はんざい];最近[さいきん] 犯罪[はんざい]が 減[へ]っています。;2213
混乱[こんらん];地震[じしん]のあと 町[まち]は 大混乱[だいこんらん]だったよ。;2214
単位[たんい];メートルは 長[なが]さの 単位[たんい]です。;2215
腰[こし];昨日[きのう]から 腰[こし]が 痛[いた]い。;2216
鉄[てつ];この 鍋[なべ]は 鉄[てつ]でできています。;2217
小屋[こや];山小屋[やまごや]で 一夜[いちや]を 明[あ]かした。;2219
冷静[れいせい];冷静[れいせい]に 話[はな]し 合[あ]いましょう。;2220
```
```csv
舞台[ぶたい];その 物語[ものがたり]は 京都[きょうと]が 舞台[ぶたい]だ;L'histoire se déroule à Kyoto.;2222
高速[こうそく];高速[こうそく]バスで 東京[とうきょう]に 行[い]ったんだ;Je suis allé à Tokyo en bus express.;2223
心理[しんり];顧客[こきゃく] 心理[しんり]を 理解[りかい]することは 重要[じゅうよう]です;Il est important de comprendre la psychologie du client.;2224
天然[てんねん];ここは 天然[てんねん]の 温泉[おんせん]です;Il s'agit d'une source chaude naturelle.;2225
非常[ひじょう];非常[ひじょう] 事態[じたい]です;Nous sommes en état d'urgence !;2227
用心[ようじん];夜道[よみち]は 用心[ようじん]して 歩[ある]きましょう;Soyez prudent lorsque vous marchez la nuit.;2228
代表[だいひょう];トマトは 代表的[だいひょうてき]な 夏野菜[なつやさい]だ;Les tomates sont un légume typique de l'été.;2229
銀[ぎん];かれは 銀[ぎん]メダルを 取[と]った;Il a obtenu la médaille d'argent.;2230
経営[けいえい];我社[わがしゃ]の 経営[けいえい]はうまくいっています;Notre entreprise est bien gérée.;2231
訓練[くんれん];学校[がっこう]で 避難[ひなん] 訓練[くんれん]がありました;Il y avait un exercice d'incendie à l'école.;2232
主義[しゅぎ];わたしは 車[くるま]は 持[も]たない 主義[しゅぎ]です;Je n'ai pas de voiture par principe.;2237
上達[じょうたつ];短[みじか]い 時間[じかん]にずいぶん 上達[じょうたつ]しましたね;Vous avez bien progressé en peu de temps.;2239
利く[きく];かのじょは 気[き]が 利[き]いている;Elle est très réfléchie.;2241
グループ;店[みせ]に 学生[がくせい]のグループが 来[き]た;Un groupe d'étudiants est venu à la boutique.;2243
後者[こうしゃ];正[ただ]しい 答[こた]えは 後者[こうしゃ]です;La bonne réponse est la dernière.;2244
知能[ちのう];あの 子[こ]の 知能[ちのう]はとても 高[たか]いそうです;Apparemment, cet enfant est très intelligent.;2245
機嫌[きげん];かのじょは 大変[たいへん] 機嫌[きげん]がいいね;Elle est de très bonne humeur.;2247
激しい[はげしい];激[はげ]しい 雨[あめ]が 降[ふ]っています;Une très forte pluie tombe.;2250
利益[りえき];先月[せんげつ]の 利益[りえき]は200 万円[まんえん]でした;Le bénéfice du mois dernier était de deux millions de yens.;2251
参加[さんか];企業[きぎょう] 説明会[せつめいかい]に 参加[さんか]すると、業界[ぎょうかい] 全体[ぜんたい]の 動向[どうこう]を 知[し]ることができる。;Participer aux séances d'information des entreprises vous permet de vous renseigner sur les tendances de l'ensemble du secteur.;2252
覚める[さめる];けさは 六時[ろくじ]に 目[め]が 覚[さ]めた;Je me suis réveillé à six heures ce matin.;2254
適用[てきよう];この 場合[ばあい] 保険[ほけん]が 適用[てきよう]されますか;Dans ce cas, l'assurance s'applique-t-elle ?;2257
恐らく[おそらく];首相[しゅしょう]はおそらく 辞任[じにん]するであろう。;Le premier ministre est susceptible de démissionner.;2258
道路[どうろ];この 道路[どうろ]は 三年前[さんねんまえ]にできました;Cette route a été achevée il y a trois ans.;2259
有効[ゆうこう];わたしの 免許[めんきょ]は 来年[らいねん]まで 有効[ゆうこう]です;Ma licence est effective jusqu'à l'année prochaine.;2261
不正[ふせい];試験[しけん]で 不正[ふせい]が 見[み]つかったよ;La tricherie a été découverte lors de l'examen.;2262
体温[たいおん];けさの 体温[たいおん]は36 度[ど]でした;Ma température ce matin était de 36 degrés.;2266
真っ赤[まっか];かれの 顔[かお]は 真[ま]っ 赤[か]でした;Son visage était rouge.;2267
科目[かもく];きょうは 三科目[さんかもく]のテストを 受[う]けたよ;J'ai passé des examens pour trois matières aujourd'hui.;2269
地位[ちい];かのじょは 会社[かいしゃ]で 高[たか]い 地位[ちい]に 就[つ]いているよ;Elle occupe un poste élevé dans l'entreprise.;2270
罪[つみ];かれの 罪[つみ]は 重[おも]いな;Son crime est grave.;2271
商売[しょうばい];かれの 商売[しょうばい]はもうかっているな;Son entreprise est rentable.;2275
夜明け[よあけ];夜明[よあ]けとともに 目[め]が 覚[さ]めたんだ;Je me suis réveillé au point du jour.;2277
販売[はんばい];前売券[まえうりけん]は 窓口[まどぐち]で 販売[はんばい]しています;Les billets à l'avance sont en vente au guichet.;2278
余分[よぶん];食事[しょくじ]は 余分[よぶん]に 用意[ようい]してあります;J'ai préparé des portions supplémentaires pour le repas.;2279
屋根[やね];屋根[やね]にカラスが 止[と]まっています;Il y a un corbeau sur le toit.;2281
切れ[きれ];この 包丁[ほうちょう]は 切[き]れがいいな;Ce couteau de cuisine coupe bien.;2282
議長[ぎちょう];議長[ぎちょう]が 開会[かいかい]の 挨拶[あいさつ]をしました;Le président a prononcé les salutations d'ouverture de la réunion.;2283
観客[かんきゃく];観客[かんきゃく]は 興奮[こうふん]していたよ;Les spectateurs s'excitaient.;2284
肌[はだ];かのじょは 肌[はだ]がとても 白[しろ]いですね;Sa peau est très blanche.;2287
物質[ぶっしつ];この 製品[せいひん]は 有害[ゆうがい]な 化学物質[かがくぶっしつ]を 含[ふく]んでいるわよ;Ce produit contient un produit chimique nocif.;2289
年中[ねんじゅう];おばは 年中[ねんじゅう] 旅行[りょこう]しています;Ma tante voyage toute l'année.;2290
疑う[うたがう];なぜあなたはわたしを 疑[うたが]うのですか;Pourquoi doutes-tu de moi ?;2292
頂戴[ちょうだい];それ 一[ひと]つ 頂戴[ちょうだい];J'en aurai un.;2293
実施[じっし];現在[げんざい] スペシャルキャンペーンを 実施中[じっしちゅう]です;Une campagne spéciale est en cours.;2294
支度[じたく];支度[じたく]ができたら 出[で]かけましょう;Sortons quand nous serons prêts.;2296
昼食[ちゅうしょく];昼食[ちゅうしょく]にすしを 食[た]べました;J'ai mangé des sushis pour lundi;2297
繋ぐ[つなぐ];インターネットは 世界[せかい]の 人々[ひとびと]を 繋[つな]ぎますね;Internet relie les gens du monde entier.;2301
重視[じゅうし];あの 企業[きぎょう]では 学歴[がくれき]が 重視[じゅうし]されるよ;Une formation est valorisée dans cette entreprise.;2302
掴む[つかむ];かのじょが ぼくの 手[て]を 掴[つか]みました;Elle m'a serré la main.;2303
髪の毛[かみのけ];髪[かみ]の 毛[け]が 伸[の]びたね;Vos cheveux sont plus longs, n'est-ce pas ?;2306
囲む[かこむ];久[ひさ]しぶりに 家族[かぞく] 全員[ぜんいん]で 食卓[しょくたく]を 囲[かこ]みました;Nous avons eu toute la famille autour de la table du dîner pour la première fois depuis longtemps.;2308
周囲[しゅうい];大声[おおごえ]で 話[はな]すと 周囲[しゅうい]の 人[ひと]に 迷惑[めいわく]ですよ;Si vous parlez fort, vous dérangerez les gens autour de vous.;2310
器用[きよう];かれはかなり 器用[きよう]な 人[ひと]です;Il est très doué de ses mains.;2311
物音[ものおと];物音[ものおと]がしたので 見[み]に 行[い]った;J'ai entendu un bruit alors je suis allé voir.;2313
通学[つうがく];毎朝[まいあさ] 通学[つうがく]に 一時間[いちじかん]かかる;Il me faut une heure pour aller à l'école tous les matins.;2314
学者[がくしゃ];かれは 立派[りっぱ]な 学者[がくしゃ]になるだろう。;He will be a wonderful scholar.;2315
同一[どういつ];この 人[ひと]とその 人[ひと]は 同一[どういつ] 人物[じんぶつ]ですか;Cette personne et cette personne sont-elles identiques ?;2319
もう一つ[もうひとつ];もう 一[ひと]つソフトクリームを 食[た]べようかな。;Je crois que je vais prendre une autre glace molle.;2320
```
```csv
平均[へいきん];平均[へいきん]で 一日[いちにち]に8 時間[じかん]ぐらい 働[はたら]いています;Je travaille environ huit heures par jour en moyenne.;2321
要求[ようきゅう];そんな 要求[ようきゅう]には 答[こた]えられない。;Je ne peux pas répondre à une telle demande.;2323
委員[いいん];かれは 委員[いいん]に 選[えら]ばれました;Il a été élu au comité.;2324
都市[とし];東京[とうきょう]は 日本一[にほんいち] 大[おお]きな 都市[とし]です;Tokyo est la plus grande ville du Japon.;2325
日中[にっちゅう];日中[にっちゅう]はずっと 海[うみ]で 泳[およ]いでいました;J'ai nagé dans la mer toute la journée.;2326
光景[こうけい];それは 印象的[いんしょうてき]な 光景[こうけい]だった。;C'était un spectacle impressionnant.;2327
次々[つぎつぎ];コンマで 文[ぶん]を 次々[つぎつぎ]につないではいけない。;Il ne faut pas relier les phrases les unes après les autres par des virgules.;2328
行き[いき];行[い]きは 新幹線[しんかんせん]で 行[い]った;Je suis allé en train à grande vitesse sur le chemin.;2329
覚ます[さます];子供[こども]が 目[め]を 覚[さ]ました;L'enfant s'est réveillé.;2330
議論[ぎろん];彼女[かのじょ]には 彼[かれ]らとの 議論[ぎろん]が 良[よ]い 刺激[しげき]になったようだ。;Il semble que la discussion avec eux ait été pour elle un bon stimulant.;2331
消費[しょうひ];日本[にっぽん]は 消費[しょうひ] 大国[たいこく]と 言[い]われています;On dit que le Japon est un géant de la consommation.;2332
寄付[きふ];困[こま]ってる 人[ひと]に 向[む]けて 寄付[きふ]をしました。;J’ai fait un don destiné aux personnes en difficulté.;2333
豊か[ゆたか];かれは 心[こころ]が 豊[ゆた]かな 人[ひと]です;Il a un esprit riche.;2335
軍[ぐん];けが 人[にん]は 軍[ぐん]の 病院[びょういん]に 運[はこ]ばれたよ;Les blessés ont été transportés à l'hôpital militaire.;2336
行儀[ぎょうぎ];この 子[こ]は 本当[ほんとう]に 行儀[ぎょうぎ]の 良[よ]い 子[こ]です。;Cet enfant est vraiment bien élevé.;2337
注[ちゅう];詳[くわ]しくは 注[ちゅう]を 読[よ]んでください;Pour plus de détails, veuillez lire les notes.;2338
宿[やど];今晩[こんばん] 泊[と]まる 宿[やど]を 見[み]つけましょう;Trouvons un endroit où passer la nuit ce soir.;2339
計[けい];三人分[さんにんぶん]の 代金[だいきん]は 計[けい] 六千円[ろくせんえん]です;Le coût pour trois personnes est de 6000 yens au total.;2340
見送り[みおくり];駅[えき]に 友人[ゆうじん]の 見送[みおく]りに 行[い]きました;Je suis allé à la gare pour voir un ami.;2341
底[そこ];コップの 底[そこ]が 濡[ぬ]れていますよ;Le fond du verre est humide.;2342
職[しょく];アブラハム・リンカーンの 父[ちち]の 職業[しょくぎょう]は 大工[だいく]だった。;Le père d'Abraham Lincoln était charpentier.;2343
局[きょく];かのじょは ラジオ局[らじおきょく]で 働[はたら]いています;Elle travaille pour une radio.;2346
皮[かわ];りんごの 皮[かわ]をむきましたよ;J'ai pelé la peau d'une pomme.;2348
信仰[しんこう];信仰[しんこう]は 心[こころ]の 支[ささ]えです;La foi élève l'esprit.;2350
到着[とうちゃく];空港[くうこう]に 到着[とうちゃく]した 時[とき]、ホストファミリーが 待[ま]っていた。;Quand je suis arrivé à l'aéroport, ma famille d'accueil m'attendait.;2351
辞める[やめる];かれは 会社[かいしゃ]を 辞[や]めます;Il quitte l'entreprise.;2352
超える[こえる];音楽[おんがく]は、言葉[ことば]を 超[こ]える。;La musique dépasse les mots.;2354
特徴[とくちょう];この 曲線[きょくせん]が この 車[くるま]の 特徴[とくちょう]です;Ces courbes sont une caractéristique unique de cette voiture.;2355
移す[うつす];机[つくえ]を 窓[まど]のそばに 移[うつ]しました;J'ai déplacé le bureau près de la fenêtre.;2357
深刻[しんこく];これは 深刻[しんこく]な 問題[もんだい]です;Ceci est un sérieux problème.;2359
牛[うし];牛[うし]が 草[くさ]を 食[た]べています;La vache mange de l'herbe.;2360
貴重[きちょう];第三者[だいさんしゃ]からの 意見[いけん]は 貴重[きちょう]だ。;Les avis de tiers sont précieux.;2361
支度[したく];旅行[りょこう]の 支度[したく]をしています。;Je fais les préparatifs du voyage.;2362
明ける[あける];もうすぐ 夜[よ]が 明[あ]けるね;Ce sera bientôt l'aube.;2363
演技[えんぎ];彼女[かのじょ]のスケートの 演技[えんぎ]は 素晴[すば]らしかった。;Sa performance en patinage était incroyable.;2365
頭痛[ずつう];きょうは 頭痛[ずつう]がします;J'ai mal à la tête aujourd'hui.;2366
半ば[なかば];かれは30 代[だい]の 半[なか]ばです;Il est dans la trentaine.;2367
支配[しはい];ズーロンさんは 会社[かいしゃ]の 支配人[しはいにん]です。;M. Zulong est le directeur de l'entreprise.;2368
説[せつ];わたしは かれの 説[せつ]が 正[ただ]しいと 思[おも]う;Je pense que sa théorie est correcte.;2370
異常[いじょう];ことしの 夏[なつ]は 異常[いじょう]な 暑[あつ]さですね;Cet été est étrangement chaud.;2371
組合[くみあい];きょうは 組合[くみあい]の 集[あつ]まりがあるわ;Il y a une réunion syndicale aujourd'hui.;2372
膝[ひざ];スキーで 膝[ひざ]をけがしました;Je me suis blessé au genou en skiant.;2373
主婦[しゅふ];主婦[しゅふ]の 主[おも]な 仕事[しごと]は 家事[かじ]よ;La tâche principale d'une femme au foyer est le travail domestique.;2374
基本[きほん];彼[かれ]はサッカーの 基本[きほん]を 知[し]らない。;Il ne connaît pas les bases du football.;2376
氷[こおり];グラスに 氷[こおり]を 入[い]れてください;S'il vous plaît, mettez de la glace dans mon verre.;2378
瞬間[しゅんかん];その 瞬間[しゅんかん] 猫[ねこ]が 飛[と]び 出[だ]しました;A cet instant, le chat s'enfuit.;2380
